Order ID,Order Date,Customer ID,Category,Sub-Category,Product Name,Sales,Profit
CA-2016-133711,26-11-2016,MC-17425,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040,1459.2
CA-2017-148474,12-06-2017,ME-17320,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.2,41.952
CA-2017-148474,12-06-2017,ME-17320,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,67.941
CA-2015-111297,17-08-2015,SC-20440,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,52.2,23.49
CA-2016-123722,25-09-2016,NH-18610,Office Supplies,Labels,Avery 499,15.936,5.1792
CA-2014-155271,04-05-2014,AA-10480,Furniture,Furnishings,DAX Wood Document Frame,27.46,9.8856
CA-2015-119907,01-12-2015,LC-17140,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,19.3984
US-2016-128902,11-03-2016,MB-18085,Furniture,Tables,Chromcraft Round Conference Tables,244.006,-31.3722
CA-2016-152289,26-08-2016,LC-16930,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,43.9956
CA-2016-152289,26-08-2016,LC-16930,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,-29.2776
US-2016-104794,16-12-2016,KD-16495,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68,1.8032
CA-2014-151708,08-08-2014,MB-17305,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,-3.0344
CA-2014-151708,08-08-2014,MB-17305,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,-10.7973
CA-2015-100769,16-05-2015,TH-21550,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,31.996
CA-2017-139199,09-12-2017,DK-12835,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,226.9644
CA-2017-139199,09-12-2017,DK-12835,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,19.5238
CA-2017-139199,09-12-2017,DK-12835,Office Supplies,Paper,Xerox 1946,12.96,6.2208
US-2015-161466,24-09-2015,ON-18715,Office Supplies,Art,Newell 320,6.848,0.5992
CA-2017-164959,11-07-2017,KN-16390,Office Supplies,Labels,Avery 482,8.67,4.0749
US-2015-105676,01-12-2015,NM-18520,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",6.688,-4.0128
CA-2016-113138,19-11-2016,NP-18685,Office Supplies,Art,Newell 340,17.28,5.0112
CA-2016-113138,19-11-2016,NP-18685,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,6.4206
US-2017-104955,19-03-2017,CG-12040,Office Supplies,Labels,Avery 506,28.91,13.2986
CA-2016-121958,13-11-2016,CS-12505,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,5.8653
CA-2017-121468,19-11-2017,KD-16345,Technology,Phones,Square Credit Card Reader,31.968,2.3976
US-2016-108455,02-12-2016,MK-18160,Office Supplies,Paper,Xerox 192,25.92,12.4416
US-2016-108455,02-12-2016,MK-18160,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,19.8254
US-2016-108455,02-12-2016,MK-18160,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,8.8062
CA-2017-101210,25-08-2017,DW-13540,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728,1.7024
CA-2017-101210,25-08-2017,DW-13540,Office Supplies,Paper,Xerox 199,3.424,1.07
US-2016-108098,14-10-2016,CP-12340,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177,30.09
CA-2014-119032,27-11-2014,MS-17770,Office Supplies,Fasteners,Staples,3.76,1.316
CA-2015-140410,03-11-2015,CM-12655,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.848,106.1242
CA-2015-140410,03-11-2015,CM-12655,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,37.7874
CA-2015-140410,03-11-2015,CM-12655,Furniture,Furnishings,Coloredge Poster Frame,42.6,16.614
CA-2014-136280,29-11-2014,Co-12640,Office Supplies,Labels,Avery 488,5.04,1.764
CA-2017-151911,30-04-2017,DL-13495,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,28.332
CA-2017-166436,24-11-2017,TS-21370,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,2.8812
CA-2017-166436,24-11-2017,TS-21370,Furniture,Chairs,Global Ergonomic Managers Chair,977.292,173.7408
CA-2017-139661,30-10-2017,JW-15220,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,3.6632
CA-2014-123925,17-12-2014,RF-19840,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,11.214
CA-2017-152485,04-09-2017,JD-15790,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,3.185
CA-2017-152485,04-09-2017,JD-15790,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,-0.2098
CA-2017-152485,04-09-2017,JD-15790,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,3.772
CA-2016-141586,17-10-2016,NK-18490,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,6.583
CA-2017-130386,12-11-2017,NG-18430,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,5.8203
CA-2017-130386,12-11-2017,NG-18430,Office Supplies,Paper,Xerox 197,223.056,69.705
CA-2017-130386,12-11-2017,NG-18430,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,-47.2542
CA-2016-100468,24-11-2016,AT-10435,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,3.352
CA-2016-100468,24-11-2016,AT-10435,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,3.0814
CA-2015-153388,01-08-2015,PC-19000,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,3.36
CA-2015-153388,01-08-2015,PC-19000,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.976,-175.8708
CA-2017-154935,24-12-2017,AR-10540,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,5.5875
CA-2016-134208,17-09-2016,CS-12505,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396,190.08
CA-2017-108294,10-12-2017,LS-16975,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,15.525
CA-2017-103611,12-09-2017,JM-15535,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,3.0096
CA-2017-100384,24-06-2017,NH-18610,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,111.824
CA-2017-100384,24-06-2017,NH-18610,Office Supplies,Art,4009 Highlighters by Sanford,35.82,11.8206
CA-2017-112809,18-08-2017,RA-19915,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,12.504
CA-2017-112809,18-08-2017,RA-19915,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,-33.139
CA-2017-112809,18-08-2017,RA-19915,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,-11.4648
US-2017-160759,11-12-2017,AI-10855,Furniture,Chairs,"Leather Task Chair, Black",63.686,-9.098
CA-2017-148446,10-12-2017,MC-17845,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,116.872
CA-2014-111059,03-02-2014,TB-21400,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,27.248
CA-2014-111059,03-02-2014,TB-21400,Office Supplies,Binders,Avery Durable Poly Binders,13.272,4.3134
CA-2017-116204,11-02-2017,VW-21775,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7.7343
CA-2017-109946,16-04-2017,PL-18925,Office Supplies,Art,Newell 325,16.52,2.065
CA-2015-144806,06-12-2015,GH-14425,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,48.9516
CA-2015-144806,06-12-2015,GH-14425,Office Supplies,Paper,Xerox 1970,19.92,6.723
CA-2015-144806,06-12-2015,GH-14425,Office Supplies,Paper,Xerox 1960,198.272,61.96
CA-2015-144806,06-12-2015,GH-14425,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,-58.6872
CA-2015-144806,06-12-2015,GH-14425,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,9.7092
CA-2016-122392,22-07-2016,CJ-12010,Office Supplies,Art,12 Colored Short Pencils,4.16,0.364
CA-2016-122392,22-07-2016,CJ-12010,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,3.3488
CA-2015-148432,07-11-2015,MC-18130,Office Supplies,Fasteners,Rubber Band Ball,26.18,0.5236
CA-2015-148432,07-11-2015,MC-18130,Office Supplies,Paper,Loose Memo Sheets,7.3,3.431
CA-2015-103793,26-03-2015,BV-11245,Office Supplies,Paper,Xerox 1988,74.352,23.235
CA-2017-159884,31-08-2017,JF-15490,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,0.8058
CA-2017-159884,31-08-2017,JF-15490,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,2.7222
CA-2016-139885,04-12-2016,EB-13840,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,0
CA-2017-124086,10-02-2017,MP-18175,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,16.7986
CA-2016-112389,29-10-2016,JM-15655,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,0.4074
CA-2016-112389,29-10-2016,JM-15655,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,3.0342
CA-2017-121888,15-09-2017,CL-11890,Technology,Phones,GE DSL Phone Line Filter,39.99,11.5971
CA-2017-121888,15-09-2017,CL-11890,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,6.512
CA-2017-121888,15-09-2017,CL-11890,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,203.5644
CA-2017-121888,15-09-2017,CL-11890,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,116.3904
CA-2014-166884,11-03-2014,CK-12205,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,2.288
CA-2014-166884,11-03-2014,CK-12205,Office Supplies,Fasteners,Stockwell Push Pins,10.464,1.7004
CA-2014-107181,04-02-2014,DB-13270,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,29.0136
CA-2014-107181,04-02-2014,DB-13270,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,16.0928
CA-2014-150245,31-12-2014,PC-18745,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,196.686
CA-2015-111395,23-11-2015,VB-21745,Office Supplies,Paper,Xerox 1915,335.52,117.432
CA-2015-111395,23-11-2015,VB-21745,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,-40.6504
CA-2015-111395,23-11-2015,VB-21745,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2.3674
CA-2014-134278,06-07-2014,EP-13915,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,174.9975
US-2017-124926,13-11-2017,ME-17320,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,-24.7086
CA-2016-159345,17-06-2016,IG-15085,Office Supplies,Paper,Xerox 1934,111.96,54.8604
CA-2014-130274,03-05-2014,JS-15940,Office Supplies,Labels,Avery 481,21.56,10.3488
CA-2017-158386,16-10-2017,BO-11425,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,57.385
CA-2015-111507,06-02-2015,VW-21775,Office Supplies,Art,Newell 310,5.28,1.5312
CA-2017-120761,04-09-2017,AB-10150,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,39.5428
CA-2016-109176,09-05-2016,JW-16075,Office Supplies,Envelopes,Staple envelope,9.344,3.504
CA-2016-109176,09-05-2016,JW-16075,Office Supplies,Art,Newell 319,79.36,9.92
CA-2015-112116,16-03-2015,JE-15475,Furniture,Tables,KI Adjustable-Height Table,171.96,44.7096
CA-2016-126809,09-04-2016,EB-13750,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,12.8151
CA-2014-105172,04-04-2014,PK-18910,Office Supplies,Labels,Avery 518,18.9,9.072
CA-2017-107293,05-09-2017,CS-12400,Office Supplies,Art,Newell 333,2.78,0.7228
US-2017-102890,30-06-2017,SG-20470,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,-295.9785
CA-2015-158554,09-11-2015,CM-12190,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,4.1151
CA-2014-116239,04-03-2014,CL-12565,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,17.745
CA-2015-132101,19-03-2015,JO-15550,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,39.6879
CA-2015-129112,29-11-2015,AW-10840,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,-0.2685
CA-2015-129112,29-11-2015,AW-10840,Office Supplies,Binders,GBC Imprintable Covers,8.784,-13.6152
US-2017-152002,11-06-2017,DV-13465,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,60.2553
CA-2017-165029,26-11-2017,AH-10075,Office Supplies,Art,Newell 347,12.84,3.7236
US-2014-157385,23-11-2014,SC-20095,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,-67.941
US-2014-157385,23-11-2014,SC-20095,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,10.4832
US-2014-157385,23-11-2014,SC-20095,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,6.2979
US-2014-157385,23-11-2014,SC-20095,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,23.84
CA-2014-101602,15-12-2014,MC-18100,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,-9.153
CA-2014-101602,15-12-2014,MC-18100,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,-21.808
CA-2016-109057,22-04-2016,TT-21460,Office Supplies,Storage,Pizazz Global Quick File,23.952,2.3952
CA-2016-154403,23-05-2016,AP-10720,Office Supplies,Paper,Xerox 1949,4.98,2.4402
CA-2016-102456,27-02-2016,DL-12865,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,49.5552
CA-2015-131338,09-08-2015,NP-18325,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,89.3142
CA-2015-131338,09-08-2015,NP-18325,Furniture,Tables,KI Conference Tables,382.806,-153.1224
CA-2015-131338,09-08-2015,NP-18325,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2.9372
CA-2015-131338,09-08-2015,NP-18325,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,456.588
CA-2015-131338,09-08-2015,NP-18325,Furniture,Furnishings,Artistic Insta-Plaque,47.04,18.3456
CA-2015-131338,09-08-2015,NP-18325,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2.9568
CA-2015-131338,09-08-2015,NP-18325,Technology,Phones,Panasonic KX-TG9471B,979.95,274.386
CA-2015-131338,09-08-2015,NP-18325,Office Supplies,Paper,Xerox 1886,143.7,68.976
CA-2015-131338,09-08-2015,NP-18325,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,5.0055
CA-2015-131338,09-08-2015,NP-18325,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,34.692
CA-2016-109911,12-05-2016,VG-21805,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,2.9592
US-2016-132423,15-04-2016,MY-18295,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,5.8604
US-2016-132423,15-04-2016,MY-18295,Office Supplies,Fasteners,Ideal Clamps,8.04,2.9145
CA-2015-122826,23-06-2015,RD-19480,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568,22.6764
CA-2014-117317,19-10-2014,JF-15490,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,6.5856
CA-2015-118423,24-03-2015,DP-13390,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,-35.9058
CA-2017-149181,08-05-2017,MD-17350,Furniture,Chairs,Global Chrome Stack Chair,47.992,-2.0568
CA-2017-132234,16-10-2017,MY-17380,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,175.136
CA-2017-158876,19-11-2017,AB-10150,Office Supplies,Paper,Xerox 1901,16.896,5.28
CA-2017-158876,19-11-2017,AB-10150,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672,0.5004
CA-2017-158876,19-11-2017,AB-10150,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,8.6744
CA-2017-158876,19-11-2017,AB-10150,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,-13.993
CA-2016-164672,08-05-2016,GB-14530,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,42.392
US-2016-132857,11-12-2016,CA-12775,Office Supplies,Art,Prang Drawing Pencil Set,6.672,1.668
CA-2017-116645,30-11-2017,ME-17725,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,45.2226
US-2016-115819,19-04-2016,JO-15280,Technology,Phones,PowerGen Dual USB Car Charger,39.96,12.987
US-2016-115819,19-04-2016,JO-15280,Office Supplies,Art,Newell 307,5.46,1.5288
US-2016-115819,19-04-2016,JO-15280,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,21.228
US-2016-115819,19-04-2016,JO-15280,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1.971
US-2016-115819,19-04-2016,JO-15280,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,10.224
US-2016-115819,19-04-2016,JO-15280,Office Supplies,Binders,Avery Binder Labels,9.336,3.2676
CA-2014-156349,26-05-2014,ML-17395,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,27.3568
CA-2014-156349,26-05-2014,ML-17395,Technology,Phones,VTech DS6151,201.584,20.1584
CA-2014-156349,26-05-2014,ML-17395,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,31.494
CA-2017-138380,21-12-2017,YS-21880,Office Supplies,Storage,Letter Size Cart,1000.02,290.0058
US-2016-113509,15-03-2016,PL-18925,Technology,Accessories,V7 USB Numeric Keypad,83.976,-13.6461
CA-2015-130022,10-08-2015,JK-16120,Office Supplies,Labels,Avery 480,3.75,1.8
CA-2015-130022,10-08-2015,JK-16120,Office Supplies,Labels,Avery 489,41.4,19.872
CA-2015-130022,10-08-2015,JK-16120,Office Supplies,Art,Peel-Off China Markers,29.79,12.5118
US-2016-118780,10-09-2016,PN-18775,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,8.922
US-2016-118780,10-09-2016,PN-18775,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,3.0774
CA-2017-108560,08-07-2017,JC-15385,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,99.23
CA-2017-108560,08-07-2017,JC-15385,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,385.3752
CA-2017-108560,08-07-2017,JC-15385,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168,7.8192
CA-2017-108560,08-07-2017,JC-15385,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,10.5
CA-2015-157084,19-12-2015,JG-15160,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,84.495
CA-2015-157084,19-12-2015,JG-15160,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,556.974
CA-2015-164539,16-11-2015,PO-19180,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,141.2775
CA-2015-143119,24-09-2015,MC-17275,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,155.25
CA-2017-101049,21-06-2017,AS-10240,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,2.464
CA-2017-101049,21-06-2017,AS-10240,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,-34.38
CA-2016-106530,08-05-2016,CL-12565,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,88.0299
CA-2016-106530,08-05-2016,CL-12565,Office Supplies,Paper,Xerox 1898,10.688,3.7408
CA-2016-106530,08-05-2016,CL-12565,Office Supplies,Paper,Xerox 222,10.368,3.6288
CA-2016-106530,08-05-2016,CL-12565,Office Supplies,Storage,Hanging Personal Folder File,25.12,1.57
CA-2016-106530,08-05-2016,CL-12565,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,7.264
CA-2014-168984,26-11-2014,NW-18400,Office Supplies,Paper,Xerox 2,15.552,5.4432
CA-2014-168984,26-11-2014,NW-18400,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,-167.27
CA-2014-168984,26-11-2014,NW-18400,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,-87.6672
CA-2016-157266,26-05-2016,TB-21280,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,9.3312
CA-2016-157266,26-05-2016,TB-21280,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,4.4344
CA-2016-157266,26-05-2016,TB-21280,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,5.842
CA-2016-157266,26-05-2016,TB-21280,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,17.3754
US-2014-134712,29-11-2014,BS-11380,Office Supplies,Fasteners,Staples,12.624,3.945
CA-2015-111829,19-03-2015,FH-14365,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,349.3392
CA-2015-111829,19-03-2015,FH-14365,Technology,Copiers,Canon PC940 Copier,3149.93,1480.4671
CA-2015-111829,19-03-2015,FH-14365,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,100.656
CA-2015-105221,01-11-2015,VM-21685,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,-3.094
CA-2015-105221,01-11-2015,VM-21685,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,-0.7128
CA-2015-120341,26-09-2015,SF-20200,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,-100.92
CA-2015-120341,26-09-2015,SF-20200,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,-9.1788
CA-2014-135699,29-08-2014,HH-15010,Office Supplies,Paper,Xerox 1940,109.92,53.8608
CA-2014-135699,29-08-2014,HH-15010,Office Supplies,Paper,Xerox 1986,13.36,6.4128
US-2017-132444,18-11-2017,CD-12280,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68,45.8136
US-2017-132444,18-11-2017,CD-12280,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,54.3332
US-2017-132444,18-11-2017,CD-12280,Office Supplies,Fasteners,Binder Clips by OIC,2.96,1.4208
US-2017-132444,18-11-2017,CD-12280,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2.9568
US-2017-132444,18-11-2017,CD-12280,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,9.594
CA-2014-127159,12-05-2014,HL-15040,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,10.7849
CA-2017-161809,20-01-2017,TH-21100,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,10.0485
CA-2017-127285,30-10-2017,MM-18055,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,27.735
CA-2017-127285,30-10-2017,MM-18055,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,5.214
CA-2017-144526,30-04-2017,QJ-19255,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,-158.102
CA-2017-144526,30-04-2017,QJ-19255,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896,-9.264
CA-2016-128531,24-11-2016,NS-18505,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92,3.668
CA-2016-128531,24-11-2016,NS-18505,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,-7.4394
CA-2016-128531,24-11-2016,NS-18505,Office Supplies,Fasteners,Colored Push Pins,4.344,0.8688
CA-2016-128531,24-11-2016,NS-18505,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,-2.3748
CA-2016-128531,24-11-2016,NS-18505,Office Supplies,Paper,Xerox 1925,74.352,23.235
CA-2016-128531,24-11-2016,NS-18505,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,1.5795
US-2015-157154,10-01-2015,MM-17920,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,-373.3048
CA-2017-159457,19-10-2017,RD-19480,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,5.2125
CA-2016-107615,22-03-2016,RB-19645,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,19.3314
CA-2017-111647,03-07-2017,RD-19585,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,62.988
CA-2015-150560,11-12-2015,SW-20455,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,96.3438
CA-2015-143077,17-09-2015,SF-20965,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,-10.4196
CA-2015-143077,17-09-2015,SF-20965,Office Supplies,Binders,GBC Imprintable Covers,6.588,-10.2114
CA-2016-122728,18-05-2016,EB-13930,Office Supplies,Storage,Home/Office Personal File Carts,104.28,26.07
CA-2016-122728,18-05-2016,EB-13930,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,8.7906
CA-2014-122882,07-09-2014,SB-20290,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,-14.5764
CA-2014-122882,07-09-2014,SB-20290,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,4.3176
